,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
58472,58473,2023-07-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_4846,1200.0,Presencial,Sudeste
58476,58477,2024-04-15,São Paulo,Mouse Gamer,120.0,3,Cliente_20336,360.0,Presencial,Sudeste
58481,58482,2024-05-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20362,2200.0,Presencial,Sudeste
58489,58490,2023-12-19,São Paulo,Notebook HP,3200.0,1,Cliente_27492,3200.0,Presencial,Sudeste
58501,58502,2023-10-05,São Paulo,Notebook Dell,3500.0,1,Cliente_24911,3500.0,Presencial,Sudeste
58503,58504,2023-12-06,São Paulo,Notebook HP,3200.0,1,Cliente_16300,3200.0,Presencial,Sudeste
58516,58517,2024-04-22,São Paulo,Notebook Dell,3500.0,1,Cliente_5372,3500.0,Presencial,Sudeste
58527,58528,2023-06-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_2318,250.0,Presencial,Sudeste
58544,58545,2023-10-05,São Paulo,iPhone 14,5500.0,1,Cliente_29006,5500.0,Presencial,Sudeste
58549,58550,2023-04-09,São Paulo,Mouse Gamer,120.0,1,Cliente_18913,120.0,Presencial,Sudeste
58568,58569,2023-08-11,São Paulo,Teclado Mecânico,250.0,2,Cliente_7877,500.0,Presencial,Sudeste
58585,58586,2024-11-11,São Paulo,Mouse Gamer,120.0,1,Cliente_22492,120.0,Presencial,Sudeste
58587,58588,2023-04-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_21130,250.0,Presencial,Sudeste
58597,58598,2024-07-05,São Paulo,iPhone 14,5500.0,1,Cliente_3808,5500.0,Presencial,Sudeste
58622,58623,2023-05-16,São Paulo,Cabo HDMI,40.0,1,Cliente_15886,40.0,Presencial,Sudeste
58628,58629,2023-04-09,São Paulo,Notebook Dell,3500.0,1,Cliente_2018,3500.0,Presencial,Sudeste
58636,58637,2024-10-13,São Paulo,"Monitor 27""",1200.0,2,Cliente_7496,2400.0,Presencial,Sudeste
58637,58638,2024-04-13,São Paulo,Mouse Gamer,120.0,1,Cliente_17149,120.0,Presencial,Sudeste
58639,58640,2023-02-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_15270,250.0,Presencial,Sudeste
58653,58654,2023-04-22,São Paulo,Notebook Dell,3500.0,1,Cliente_14270,3500.0,Presencial,Sudeste
58655,58656,2024-05-31,São Paulo,Cabo HDMI,40.0,1,Cliente_18156,40.0,Presencial,Sudeste
58659,58660,2023-08-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_19922,1200.0,Presencial,Sudeste
58660,58661,2024-03-01,São Paulo,Cabo HDMI,40.0,5,Cliente_10766,200.0,Presencial,Sudeste
58664,58665,2024-07-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22544,2200.0,Presencial,Sudeste
58671,58672,2024-04-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_7496,250.0,Presencial,Sudeste
58685,58686,2023-05-12,São Paulo,Notebook HP,3200.0,1,Cliente_7276,3200.0,Presencial,Sudeste
58692,58693,2024-04-11,São Paulo,Cabo HDMI,40.0,2,Cliente_13676,80.0,Presencial,Sudeste
58695,58696,2024-10-24,São Paulo,Mouse Gamer,120.0,1,Cliente_6523,120.0,Presencial,Sudeste
58696,58697,2023-12-01,São Paulo,Teclado Mecânico,250.0,1,Cliente_18134,250.0,Presencial,Sudeste
58703,58704,2023-02-22,São Paulo,iPhone 14,5500.0,1,Cliente_27228,5500.0,Presencial,Sudeste
58710,58711,2023-03-10,São Paulo,Teclado Mecânico,250.0,2,Cliente_10825,500.0,Presencial,Sudeste
58713,58714,2024-03-06,São Paulo,Cabo HDMI,40.0,1,Cliente_9474,40.0,Presencial,Sudeste
58721,58722,2023-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_26889,40.0,Presencial,Sudeste
58722,58723,2024-05-23,São Paulo,Smartphone Samsung,2200.0,2,Cliente_24176,4400.0,Presencial,Sudeste
58742,58743,2024-07-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_8525,1200.0,Presencial,Sudeste
58746,58747,2024-12-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7135,2200.0,Presencial,Sudeste
58750,58751,2024-10-13,São Paulo,iPhone 14,5500.0,1,Cliente_15466,5500.0,Presencial,Sudeste
58766,58767,2024-02-10,São Paulo,Cabo HDMI,40.0,2,Cliente_18896,80.0,Presencial,Sudeste
58777,58778,2024-03-13,São Paulo,Cabo HDMI,40.0,5,Cliente_3212,200.0,Presencial,Sudeste
58778,58779,2024-07-08,São Paulo,Mouse Gamer,120.0,1,Cliente_15441,120.0,Presencial,Sudeste
58784,58785,2024-02-15,São Paulo,Notebook Dell,3500.0,1,Cliente_18453,3500.0,Presencial,Sudeste
58789,58790,2023-09-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12059,2200.0,Presencial,Sudeste
58801,58802,2023-07-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13924,250.0,Presencial,Sudeste
58824,58825,2024-09-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10882,2200.0,Presencial,Sudeste
58837,58838,2024-05-03,São Paulo,iPhone 14,5500.0,1,Cliente_26981,5500.0,Presencial,Sudeste
58852,58853,2023-10-10,São Paulo,Mouse Gamer,120.0,1,Cliente_23445,120.0,Presencial,Sudeste
58882,58883,2024-08-18,São Paulo,Teclado Mecânico,250.0,2,Cliente_6035,500.0,Presencial,Sudeste
58897,58898,2023-07-14,São Paulo,Notebook Dell,3500.0,3,Cliente_19371,10500.0,Presencial,Sudeste
58902,58903,2024-02-08,São Paulo,iPhone 14,5500.0,1,Cliente_10483,5500.0,Presencial,Sudeste
58904,58905,2023-10-23,São Paulo,Notebook HP,3200.0,2,Cliente_15364,6400.0,Presencial,Sudeste
58911,58912,2023-12-20,São Paulo,Cabo HDMI,40.0,1,Cliente_15468,40.0,Presencial,Sudeste
58937,58938,2024-12-03,São Paulo,iPhone 14,5500.0,2,Cliente_8631,11000.0,Presencial,Sudeste
58939,58940,2023-05-20,São Paulo,Teclado Mecânico,250.0,5,Cliente_10908,1250.0,Presencial,Sudeste
58967,58968,2023-03-28,São Paulo,"Monitor 27""",1200.0,1,Cliente_26060,1200.0,Presencial,Sudeste
58968,58969,2024-07-21,São Paulo,Mouse Gamer,120.0,3,Cliente_7283,360.0,Presencial,Sudeste
58972,58973,2023-11-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_6161,1200.0,Presencial,Sudeste
58975,58976,2024-10-25,São Paulo,Cabo HDMI,40.0,1,Cliente_13138,40.0,Presencial,Sudeste
58988,58989,2023-05-26,São Paulo,Mouse Gamer,120.0,1,Cliente_10939,120.0,Presencial,Sudeste
58989,58990,2024-09-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_11890,500.0,Presencial,Sudeste
58994,58995,2023-05-16,São Paulo,Teclado Mecânico,250.0,2,Cliente_8702,500.0,Presencial,Sudeste
58995,58996,2024-09-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1737,2200.0,Presencial,Sudeste
59002,59003,2023-06-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_19177,250.0,Presencial,Sudeste
59026,59027,2023-06-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_3670,250.0,Presencial,Sudeste
59056,59057,2023-09-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8450,2200.0,Presencial,Sudeste
59061,59062,2024-11-30,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28354,2200.0,Presencial,Sudeste
59062,59063,2024-05-17,São Paulo,Mouse Gamer,120.0,1,Cliente_15372,120.0,Presencial,Sudeste
59064,59065,2024-06-20,São Paulo,Mouse Gamer,120.0,5,Cliente_26024,600.0,Presencial,Sudeste
59094,59095,2023-07-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7516,2200.0,Presencial,Sudeste
59106,59107,2023-05-23,São Paulo,"Monitor 27""",1200.0,3,Cliente_569,3600.0,Presencial,Sudeste
59115,59116,2024-07-25,São Paulo,Notebook Dell,3500.0,1,Cliente_7767,3500.0,Presencial,Sudeste
59130,59131,2024-06-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24392,2200.0,Presencial,Sudeste
59131,59132,2024-08-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_29149,250.0,Presencial,Sudeste
59135,59136,2023-01-01,São Paulo,Teclado Mecânico,250.0,1,Cliente_14239,250.0,Presencial,Sudeste
59141,59142,2023-12-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10876,2200.0,Presencial,Sudeste
59150,59151,2024-02-22,São Paulo,Mouse Gamer,120.0,1,Cliente_5249,120.0,Presencial,Sudeste
59175,59176,2023-07-11,São Paulo,Notebook Dell,3500.0,1,Cliente_13596,3500.0,Presencial,Sudeste
59177,59178,2024-09-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_2386,250.0,Presencial,Sudeste
59192,59193,2023-02-10,São Paulo,iPhone 14,5500.0,1,Cliente_23531,5500.0,Presencial,Sudeste
59196,59197,2024-09-30,São Paulo,Notebook HP,3200.0,1,Cliente_3700,3200.0,Presencial,Sudeste
59198,59199,2024-09-21,São Paulo,Cabo HDMI,40.0,5,Cliente_4048,200.0,Presencial,Sudeste
59200,59201,2023-02-11,São Paulo,Notebook Dell,3500.0,1,Cliente_25222,3500.0,Presencial,Sudeste
59201,59202,2023-03-15,São Paulo,Cabo HDMI,40.0,1,Cliente_20261,40.0,Presencial,Sudeste
59207,59208,2024-04-27,São Paulo,Notebook Dell,3500.0,5,Cliente_2006,17500.0,Presencial,Sudeste
59219,59220,2024-05-10,São Paulo,Cabo HDMI,40.0,2,Cliente_7983,80.0,Presencial,Sudeste
59244,59245,2024-12-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_4694,1200.0,Presencial,Sudeste
59246,59247,2024-12-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_16128,1200.0,Presencial,Sudeste
59247,59248,2023-08-02,São Paulo,iPhone 14,5500.0,1,Cliente_23079,5500.0,Presencial,Sudeste
59255,59256,2024-08-06,São Paulo,iPhone 14,5500.0,1,Cliente_7154,5500.0,Presencial,Sudeste
59268,59269,2024-12-04,São Paulo,Mouse Gamer,120.0,2,Cliente_6940,240.0,Presencial,Sudeste
59281,59282,2023-03-07,São Paulo,Cabo HDMI,40.0,2,Cliente_16711,80.0,Presencial,Sudeste
59284,59285,2023-11-09,São Paulo,Cabo HDMI,40.0,1,Cliente_24305,40.0,Presencial,Sudeste
59285,59286,2024-01-03,São Paulo,Notebook HP,3200.0,3,Cliente_24847,9600.0,Presencial,Sudeste
59291,59292,2023-11-28,São Paulo,Cabo HDMI,40.0,2,Cliente_25591,80.0,Presencial,Sudeste
59292,59293,2024-09-18,São Paulo,Cabo HDMI,40.0,1,Cliente_2905,40.0,Presencial,Sudeste
59294,59295,2023-10-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_1868,1200.0,Presencial,Sudeste
59296,59297,2023-12-07,São Paulo,Notebook Dell,3500.0,1,Cliente_6089,3500.0,Presencial,Sudeste
59298,59299,2024-03-07,São Paulo,Notebook HP,3200.0,1,Cliente_5811,3200.0,Presencial,Sudeste
59314,59315,2024-05-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_1767,250.0,Presencial,Sudeste
59329,59330,2024-10-26,São Paulo,Teclado Mecânico,250.0,2,Cliente_3903,500.0,Presencial,Sudeste
59341,59342,2024-06-06,São Paulo,Mouse Gamer,120.0,1,Cliente_1211,120.0,Presencial,Sudeste
59345,59346,2023-06-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_27640,500.0,Presencial,Sudeste
59346,59347,2023-05-22,São Paulo,Notebook HP,3200.0,1,Cliente_7977,3200.0,Presencial,Sudeste
59351,59352,2024-03-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_19005,250.0,Presencial,Sudeste
59362,59363,2024-06-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26151,2200.0,Presencial,Sudeste
59373,59374,2024-08-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7964,2200.0,Presencial,Sudeste
59375,59376,2023-06-24,São Paulo,Mouse Gamer,120.0,1,Cliente_6934,120.0,Presencial,Sudeste
59388,59389,2024-01-03,São Paulo,Mouse Gamer,120.0,1,Cliente_4970,120.0,Presencial,Sudeste
59391,59392,2024-10-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_11039,250.0,Presencial,Sudeste
59394,59395,2023-06-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_16057,250.0,Presencial,Sudeste
59412,59413,2023-10-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_6355,250.0,Presencial,Sudeste
59434,59435,2023-10-27,São Paulo,iPhone 14,5500.0,2,Cliente_17898,11000.0,Presencial,Sudeste
59437,59438,2024-06-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_15434,250.0,Presencial,Sudeste
59443,59444,2023-11-21,São Paulo,Notebook Dell,3500.0,1,Cliente_5644,3500.0,Presencial,Sudeste
59444,59445,2023-10-07,São Paulo,Mouse Gamer,120.0,1,Cliente_7333,120.0,Presencial,Sudeste
59445,59446,2023-07-03,São Paulo,Notebook HP,3200.0,2,Cliente_20872,6400.0,Presencial,Sudeste
59449,59450,2024-02-06,São Paulo,Notebook Dell,3500.0,3,Cliente_6250,10500.0,Presencial,Sudeste
59451,59452,2024-10-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_14584,250.0,Presencial,Sudeste
59461,59462,2023-10-30,São Paulo,iPhone 14,5500.0,3,Cliente_15759,16500.0,Presencial,Sudeste
59476,59477,2023-09-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20750,2200.0,Presencial,Sudeste
59478,59479,2023-08-31,São Paulo,iPhone 14,5500.0,1,Cliente_19522,5500.0,Presencial,Sudeste
59482,59483,2024-03-04,São Paulo,iPhone 14,5500.0,1,Cliente_1660,5500.0,Presencial,Sudeste
59491,59492,2023-06-03,São Paulo,"Monitor 27""",1200.0,2,Cliente_801,2400.0,Presencial,Sudeste
59495,59496,2023-02-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_8662,250.0,Presencial,Sudeste
59503,59504,2023-08-02,São Paulo,iPhone 14,5500.0,1,Cliente_23283,5500.0,Presencial,Sudeste
59505,59506,2023-03-27,São Paulo,Cabo HDMI,40.0,1,Cliente_26814,40.0,Presencial,Sudeste
59512,59513,2024-08-29,São Paulo,Mouse Gamer,120.0,1,Cliente_6336,120.0,Presencial,Sudeste
59530,59531,2023-04-04,São Paulo,Mouse Gamer,120.0,1,Cliente_23371,120.0,Presencial,Sudeste
59535,59536,2024-03-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_7733,250.0,Presencial,Sudeste
59545,59546,2023-07-22,São Paulo,Notebook HP,3200.0,1,Cliente_20824,3200.0,Presencial,Sudeste
59556,59557,2023-06-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_3308,250.0,Presencial,Sudeste
59561,59562,2023-06-10,São Paulo,Notebook Dell,3500.0,2,Cliente_11307,7000.0,Presencial,Sudeste
59567,59568,2024-07-29,São Paulo,Cabo HDMI,40.0,1,Cliente_21304,40.0,Presencial,Sudeste
59595,59596,2023-03-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22772,2200.0,Presencial,Sudeste
59598,59599,2023-05-09,São Paulo,Notebook Dell,3500.0,2,Cliente_13228,7000.0,Presencial,Sudeste
59610,59611,2023-02-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15359,2200.0,Presencial,Sudeste
59614,59615,2024-08-01,São Paulo,Cabo HDMI,40.0,3,Cliente_23757,120.0,Presencial,Sudeste
59616,59617,2024-06-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_16109,1200.0,Presencial,Sudeste
59635,59636,2023-07-31,São Paulo,Notebook HP,3200.0,1,Cliente_29270,3200.0,Presencial,Sudeste
59636,59637,2023-03-08,São Paulo,iPhone 14,5500.0,1,Cliente_6171,5500.0,Presencial,Sudeste
59640,59641,2023-09-13,São Paulo,Mouse Gamer,120.0,1,Cliente_16447,120.0,Presencial,Sudeste
59644,59645,2023-08-17,São Paulo,Notebook Dell,3500.0,2,Cliente_13363,7000.0,Presencial,Sudeste
59647,59648,2023-12-08,São Paulo,Mouse Gamer,120.0,3,Cliente_17047,360.0,Presencial,Sudeste
59659,59660,2024-09-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_24453,1200.0,Presencial,Sudeste
59686,59687,2024-10-14,São Paulo,iPhone 14,5500.0,1,Cliente_428,5500.0,Presencial,Sudeste
59691,59692,2023-12-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12798,2200.0,Presencial,Sudeste
59700,59701,2023-05-28,São Paulo,Cabo HDMI,40.0,1,Cliente_19760,40.0,Presencial,Sudeste
59708,59709,2024-06-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8722,2200.0,Presencial,Sudeste
59720,59721,2024-05-04,São Paulo,Mouse Gamer,120.0,1,Cliente_587,120.0,Presencial,Sudeste
59721,59722,2023-08-09,São Paulo,Teclado Mecânico,250.0,3,Cliente_11488,750.0,Presencial,Sudeste
59722,59723,2024-06-06,São Paulo,Notebook Dell,3500.0,1,Cliente_9259,3500.0,Presencial,Sudeste
59733,59734,2024-05-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17481,2200.0,Presencial,Sudeste
59737,59738,2023-01-29,São Paulo,Mouse Gamer,120.0,1,Cliente_2888,120.0,Presencial,Sudeste
59752,59753,2023-07-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_6796,2200.0,Presencial,Sudeste
59753,59754,2024-09-20,São Paulo,Notebook Dell,3500.0,5,Cliente_23470,17500.0,Presencial,Sudeste
59755,59756,2024-03-04,São Paulo,Teclado Mecânico,250.0,5,Cliente_23727,1250.0,Presencial,Sudeste
59761,59762,2024-02-05,São Paulo,Mouse Gamer,120.0,2,Cliente_22823,240.0,Presencial,Sudeste
59762,59763,2024-09-01,São Paulo,Cabo HDMI,40.0,1,Cliente_10016,40.0,Presencial,Sudeste
59764,59765,2023-02-02,São Paulo,Notebook Dell,3500.0,1,Cliente_19773,3500.0,Presencial,Sudeste
59770,59771,2023-05-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_8810,250.0,Presencial,Sudeste
59773,59774,2024-07-18,São Paulo,Notebook HP,3200.0,10,Cliente_10357,32000.0,Presencial,Sudeste
59775,59776,2023-10-04,São Paulo,Notebook Dell,3500.0,10,Cliente_14719,35000.0,Presencial,Sudeste
59785,59786,2024-04-23,São Paulo,Cabo HDMI,40.0,1,Cliente_20790,40.0,Presencial,Sudeste
59797,59798,2024-11-01,São Paulo,Teclado Mecânico,250.0,2,Cliente_7037,500.0,Presencial,Sudeste
59814,59815,2024-08-24,São Paulo,Mouse Gamer,120.0,1,Cliente_10673,120.0,Presencial,Sudeste
59817,59818,2023-06-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_21221,250.0,Presencial,Sudeste
59825,59826,2024-05-09,São Paulo,Notebook Dell,3500.0,1,Cliente_9096,3500.0,Presencial,Sudeste
59829,59830,2023-10-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3396,2200.0,Presencial,Sudeste
59831,59832,2024-07-26,São Paulo,Notebook Dell,3500.0,1,Cliente_14705,3500.0,Presencial,Sudeste
59841,59842,2023-03-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_4453,250.0,Presencial,Sudeste
59851,59852,2024-12-25,São Paulo,Notebook Dell,3500.0,10,Cliente_21976,35000.0,Presencial,Sudeste
59858,59859,2023-02-03,São Paulo,Cabo HDMI,40.0,1,Cliente_11875,40.0,Presencial,Sudeste
59859,59860,2023-05-19,São Paulo,Notebook HP,3200.0,2,Cliente_22593,6400.0,Presencial,Sudeste
59860,59861,2024-10-24,São Paulo,"Monitor 27""",1200.0,10,Cliente_13450,12000.0,Presencial,Sudeste
59865,59866,2024-08-14,São Paulo,Teclado Mecânico,250.0,2,Cliente_8994,500.0,Presencial,Sudeste
59876,59877,2023-03-01,São Paulo,"Monitor 27""",1200.0,1,Cliente_20651,1200.0,Presencial,Sudeste
59877,59878,2023-11-08,São Paulo,Notebook HP,3200.0,2,Cliente_21824,6400.0,Presencial,Sudeste
59884,59885,2023-12-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24196,2200.0,Presencial,Sudeste
59885,59886,2023-08-13,São Paulo,Cabo HDMI,40.0,5,Cliente_22391,200.0,Presencial,Sudeste
59903,59904,2023-09-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_12569,250.0,Presencial,Sudeste
59905,59906,2023-01-19,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25161,2200.0,Presencial,Sudeste
59906,59907,2024-11-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_22502,250.0,Presencial,Sudeste
59913,59914,2024-12-21,São Paulo,Notebook Dell,3500.0,1,Cliente_7145,3500.0,Presencial,Sudeste
59923,59924,2023-10-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_15265,1200.0,Presencial,Sudeste
59927,59928,2023-12-20,São Paulo,Cabo HDMI,40.0,1,Cliente_2375,40.0,Presencial,Sudeste
59942,59943,2023-07-24,São Paulo,Teclado Mecânico,250.0,2,Cliente_1388,500.0,Presencial,Sudeste
59944,59945,2023-06-16,São Paulo,Teclado Mecânico,250.0,2,Cliente_28238,500.0,Presencial,Sudeste
59946,59947,2024-05-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_3060,1200.0,Presencial,Sudeste
59949,59950,2024-12-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_15755,250.0,Presencial,Sudeste
59958,59959,2024-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_12192,40.0,Presencial,Sudeste
59959,59960,2023-09-20,São Paulo,Notebook Dell,3500.0,1,Cliente_2712,3500.0,Presencial,Sudeste
59979,59980,2024-07-30,São Paulo,Mouse Gamer,120.0,1,Cliente_19080,120.0,Presencial,Sudeste
59982,59983,2023-05-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_4883,1200.0,Presencial,Sudeste
59984,59985,2023-09-07,São Paulo,"Monitor 27""",1200.0,3,Cliente_2594,3600.0,Presencial,Sudeste
59985,59986,2023-04-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_16759,250.0,Presencial,Sudeste
59999,60000,2024-01-18,São Paulo,Smartphone Samsung,2200.0,2,Cliente_19758,4400.0,Presencial,Sudeste
60003,60004,2023-05-25,São Paulo,Notebook Dell,3500.0,3,Cliente_6786,10500.0,Presencial,Sudeste
60013,60014,2024-04-20,São Paulo,Notebook Dell,3500.0,1,Cliente_29038,3500.0,Presencial,Sudeste
60015,60016,2023-12-15,São Paulo,Mouse Gamer,120.0,1,Cliente_331,120.0,Presencial,Sudeste
60017,60018,2024-03-25,São Paulo,iPhone 14,5500.0,2,Cliente_18229,11000.0,Presencial,Sudeste
60021,60022,2024-09-04,São Paulo,Mouse Gamer,120.0,10,Cliente_21996,1200.0,Presencial,Sudeste
60041,60042,2023-05-22,São Paulo,Notebook Dell,3500.0,1,Cliente_13375,3500.0,Presencial,Sudeste
60051,60052,2024-02-22,São Paulo,Mouse Gamer,120.0,1,Cliente_2353,120.0,Presencial,Sudeste
60056,60057,2024-12-01,São Paulo,Notebook Dell,3500.0,1,Cliente_14456,3500.0,Presencial,Sudeste
60071,60072,2024-10-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_4862,250.0,Presencial,Sudeste
60073,60074,2024-11-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_14938,250.0,Presencial,Sudeste
60084,60085,2024-01-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_3865,250.0,Presencial,Sudeste
60089,60090,2024-02-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_5930,1200.0,Presencial,Sudeste
60102,60103,2024-09-19,São Paulo,Mouse Gamer,120.0,2,Cliente_2965,240.0,Presencial,Sudeste
60112,60113,2023-06-14,São Paulo,Notebook HP,3200.0,1,Cliente_16813,3200.0,Presencial,Sudeste
60113,60114,2024-07-31,São Paulo,Mouse Gamer,120.0,1,Cliente_12318,120.0,Presencial,Sudeste
60116,60117,2023-04-03,São Paulo,Mouse Gamer,120.0,1,Cliente_3389,120.0,Presencial,Sudeste
60126,60127,2024-09-01,São Paulo,Cabo HDMI,40.0,2,Cliente_23959,80.0,Presencial,Sudeste
60130,60131,2024-10-18,São Paulo,iPhone 14,5500.0,2,Cliente_10605,11000.0,Presencial,Sudeste
60134,60135,2023-07-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_7794,250.0,Presencial,Sudeste
60140,60141,2024-03-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_29273,2200.0,Presencial,Sudeste
60148,60149,2024-12-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_22274,1200.0,Presencial,Sudeste
60166,60167,2023-06-28,São Paulo,"Monitor 27""",1200.0,2,Cliente_26082,2400.0,Presencial,Sudeste
60175,60176,2024-09-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_6363,1200.0,Presencial,Sudeste
60179,60180,2024-09-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12749,2200.0,Presencial,Sudeste
60185,60186,2023-03-23,São Paulo,"Monitor 27""",1200.0,2,Cliente_13177,2400.0,Presencial,Sudeste
60186,60187,2024-02-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8963,2200.0,Presencial,Sudeste
60192,60193,2023-01-16,São Paulo,Mouse Gamer,120.0,1,Cliente_12262,120.0,Presencial,Sudeste
60196,60197,2023-07-29,São Paulo,Cabo HDMI,40.0,1,Cliente_1824,40.0,Presencial,Sudeste
60203,60204,2023-08-01,São Paulo,Notebook HP,3200.0,1,Cliente_28152,3200.0,Presencial,Sudeste
60209,60210,2023-06-12,São Paulo,Notebook HP,3200.0,2,Cliente_22201,6400.0,Presencial,Sudeste
60218,60219,2023-12-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_25839,250.0,Presencial,Sudeste
60234,60235,2023-12-24,São Paulo,Mouse Gamer,120.0,1,Cliente_2452,120.0,Presencial,Sudeste
60240,60241,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_10104,250.0,Presencial,Sudeste
60248,60249,2023-09-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28002,2200.0,Presencial,Sudeste
60258,60259,2023-08-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_5318,1200.0,Presencial,Sudeste
60265,60266,2024-06-27,São Paulo,"Monitor 27""",1200.0,2,Cliente_15789,2400.0,Presencial,Sudeste
60277,60278,2023-05-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_11489,1200.0,Presencial,Sudeste
60279,60280,2024-11-23,São Paulo,"Monitor 27""",1200.0,1,Cliente_9063,1200.0,Presencial,Sudeste
60283,60284,2023-04-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6509,120.0,Presencial,Sudeste
60298,60299,2023-07-25,São Paulo,Mouse Gamer,120.0,1,Cliente_22020,120.0,Presencial,Sudeste
60306,60307,2024-01-22,São Paulo,Notebook HP,3200.0,2,Cliente_5733,6400.0,Presencial,Sudeste
60311,60312,2023-11-11,São Paulo,Notebook HP,3200.0,1,Cliente_9228,3200.0,Presencial,Sudeste
60319,60320,2024-06-27,São Paulo,"Monitor 27""",1200.0,2,Cliente_13350,2400.0,Presencial,Sudeste
60330,60331,2023-10-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_29560,250.0,Presencial,Sudeste
60333,60334,2023-05-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21720,2200.0,Presencial,Sudeste
